序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
324,001219,青岛食品,14.74,2.08,0.3,65787.0,97297808.12,4.85,15.06,14.36,14.46,14.44,2.0,3.46,23.24,2.71,2874060475.0,2802399327.0,-0.14,-0.14,1.1,3.44
325,002181,粤 传 媒,12.3,2.07,0.25,942582.0,1164676581.79,6.47,12.66,11.88,11.89,12.05,1.24,8.31,92.11,3.35,14281015540.0,13954806379.0,0.08,0.0,44.2,42.69
326,688277,天智航-U,22.83,2.06,0.46,104693.0,239321279.0,4.92,23.3,22.2,22.51,22.37,1.46,2.3,-56.57,8.78,10410298136.0,10410298136.0,-0.31,-0.52,51.29,50.3
327,920663,明阳科技,14.38,2.06,0.29,10573.0,15237267.89,5.04,14.74,14.03,14.21,14.09,1.28,1.65,23.38,4.71,1920485094.0,921420358.0,-0.28,0.0,-17.73,-20.81
328,002382,蓝帆医疗,7.96,2.05,0.16,666595.0,525277936.21,6.41,8.09,7.59,7.8,7.8,1.79,6.67,-21.03,1.04,8016818926.0,7957661201.0,0.25,0.25,44.99,42.14
329,000615,*ST美谷,3.5,2.04,0.07,284573.0,100988048.48,5.25,3.6,3.42,3.42,3.43,2.64,3.08,-37.88,-10.55,6256224426.0,3238607393.0,-0.28,0.0,-0.85,0.29
330,002825,纳尔股份,10.49,2.04,0.21,133432.0,143348809.99,7.78,11.09,10.29,10.3,10.28,3.52,5.2,18.65,2.21,3582703482.0,2691146644.0,-0.47,-0.19,-11.1,-8.7
331,300910,瑞丰新材,48.54,2.04,0.97,33064.0,160441597.59,3.13,48.88,47.39,47.5,47.57,1.01,1.6,19.51,3.76,14364698394.0,10044067078.0,0.04,0.0,-17.67,-14.16
332,600760,中航沈飞,49.1,2.04,0.98,277354.0,1378978730.0,3.51,50.44,48.75,48.75,48.12,2.08,0.98,39.57,5.91,139203150457.0,138765732158.0,0.0,0.02,-14.03,-12.34
333,002616,长青集团,6.52,2.03,0.13,633853.0,417348468.47,8.92,6.92,6.35,6.42,6.39,0.91,10.79,19.99,1.55,5602090719.0,3830371347.0,0.31,1.09,18.12,19.41
334,600664,哈药股份,3.52,2.03,0.07,443819.0,155911004.0,3.77,3.57,3.44,3.44,3.45,1.72,1.76,20.23,1.57,8865154764.0,8865154764.0,-0.28,-0.28,-1.12,2.03
335,688073,毕得医药,55.4,2.03,1.1,12989.0,72861751.0,6.24,57.88,54.49,54.49,54.3,1.17,3.0,33.08,2.46,5034915319.0,2395173129.0,-0.04,0.09,-17.09,-9.25
336,688236,春立医疗,20.06,2.03,0.4,43338.0,88144340.0,7.53,20.95,19.47,19.47,19.66,1.84,1.5,28.23,2.58,7694384110.0,5785865680.0,0.25,0.25,-16.21,-11.51
337,000797,中国武夷,3.03,2.02,0.06,833921.0,255444096.37,5.39,3.13,2.97,2.97,2.97,2.18,5.31,-24.18,0.94,4759385278.0,4758834581.0,-0.33,0.0,-27.16,-22.9
338,001311,多利科技,31.5,2.01,0.62,38105.0,120459711.0,4.05,32.23,30.98,31.0,30.88,1.34,2.8,38.29,2.13,9781044021.0,4292009757.0,0.13,0.0,0.9,-1.81
339,301299,卓创资讯,67.54,2.01,1.33,39307.0,270989786.36,8.49,71.88,66.26,66.79,66.21,1.67,8.83,62.13,6.94,4078103022.0,3005337443.0,0.07,0.15,26.41,24.2
340,300839,博汇股份,13.77,2.0,0.27,177336.0,250067534.38,8.22,14.61,13.5,13.77,13.5,2.03,6.12,-47.16,5.39,4061648428.0,3989018315.0,0.0,-0.15,10.87,14.37
341,920879,基康技术,19.99,1.99,0.39,12271.0,24556470.67,3.72,20.33,19.6,19.6,19.6,1.59,0.94,40.5,5.28,3346139673.0,2614840586.0,0.05,1.06,-8.13,-6.59
342,300251,光线传媒,15.38,1.99,0.3,943049.0,1458207387.08,4.24,15.75,15.11,15.12,15.08,1.97,3.4,14.49,4.2,45118590084.0,42685113854.0,0.07,0.07,-4.59,-6.11
343,002620,ST瑞和,9.3,1.97,0.18,790955.0,712507068.73,10.09,9.58,8.66,9.2,9.12,7.91,25.08,-46.79,-159.35,3510694200.0,2932850818.0,1.42,1.97,79.19,84.52
344,601996,丰林集团,2.59,1.97,0.05,545041.0,142706362.0,7.09,2.72,2.54,2.54,2.54,1.9,4.86,-22.59,1.17,2903168337.0,2903168337.0,0.39,0.0,8.82,15.11
345,300951,博硕科技,36.33,1.96,0.7,27296.0,99657624.72,4.29,36.96,35.43,35.43,35.63,1.37,1.8,32.08,2.64,6154323689.0,5500156990.0,0.06,-0.06,4.73,5.76
346,301005,超捷股份,165.35,1.95,3.17,188457.0,3178740588.36,7.87,174.94,162.18,162.18,162.18,1.9,14.24,585.68,28.86,22200058169.0,21887476395.0,0.19,-0.05,22.55,6.49
347,300426,华智数媒,7.9,1.94,0.15,185317.0,148222217.22,8.65,8.35,7.68,7.79,7.75,2.28,4.63,-8.85,32.25,3558024199.0,3160000000.0,0.0,-0.13,0.0,2.33
348,920469,富恒新材,8.92,1.94,0.17,27084.0,24652520.0,5.14,9.28,8.83,8.98,8.75,2.28,2.62,-13.21,3.76,1257238320.0,922757605.0,0.0,0.11,-24.79,-27.06
349,300447,全信股份,18.94,1.94,0.36,183511.0,347597836.76,7.05,19.64,18.33,18.49,18.58,2.22,9.11,199.47,2.96,5915158503.0,3815516316.0,-0.11,-0.21,4.12,4.76
350,301279,金道科技,27.42,1.9,0.51,28289.0,77906580.64,3.16,28.05,27.2,27.5,26.91,2.02,2.82,55.16,2.61,3557442640.0,2755407640.0,-0.11,0.0,-13.61,-20.75
351,603809,豪能股份,10.81,1.89,0.2,191759.0,207974470.0,2.92,10.98,10.67,10.69,10.61,1.65,2.08,35.22,2.71,9948322004.0,9948322004.0,0.0,0.0,-23.06,-24.67
352,600476,湘邮科技,11.3,1.89,0.21,78944.0,91047433.0,5.86,11.74,11.09,11.1,11.09,1.58,4.9,-49.15,16.02,1820091000.0,1820091000.0,-0.62,0.18,-28.75,-29.42
353,300669,沪宁股份,31.46,1.88,0.58,18812.0,59823760.0,5.67,32.5,30.75,30.86,30.88,1.02,1.03,309.6,6.94,6062515848.0,5741448018.0,0.03,-0.13,17.34,19.62
354,688180,君实生物-U,34.83,1.87,0.64,166929.0,578789338.0,2.75,35.04,34.1,34.19,34.19,1.15,2.18,-40.86,5.93,35759608207.0,26693508976.0,0.0,-0.23,-0.49,1.96
355,605001,威奥股份,7.65,1.86,0.14,114214.0,88446796.0,4.13,7.87,7.56,7.57,7.51,1.59,2.91,35.9,1.12,3005577900.0,3005577900.0,-0.13,-0.26,0.79,0.26
356,603893,瑞芯微,152.23,1.86,2.78,77668.0,1194265421.0,5.26,156.66,148.8,149.28,149.45,1.84,1.85,61.65,15.12,64082512455.0,64064549315.0,-0.18,-0.05,-14.7,-14.47
357,600199,金种子酒,8.23,1.86,0.15,189366.0,159457039.0,4.95,8.63,8.23,8.38,8.08,2.69,2.88,-40.4,2.62,5413667862.0,5413667862.0,-0.24,-0.12,-17.12,-14.98
358,600031,三一重工,19.22,1.85,0.35,1229970.0,2389497732.0,4.45,19.8,18.96,19.0,18.87,2.03,1.45,21.02,2.0,176727985279.0,162877776511.0,-0.36,-0.36,-7.01,-9.04
359,301317,鑫磊股份,51.43,1.84,0.93,56071.0,289380497.78,6.89,53.29,49.81,50.52,50.5,1.43,10.74,15.98,6.01,8084281700.0,2684477978.0,-0.41,-0.16,57.42,59.52
360,603239,浙江仙通,23.89,1.83,0.43,101546.0,239507923.0,4.22,24.05,23.06,23.39,23.46,2.56,3.75,31.98,5.16,6467500800.0,6467500800.0,-0.08,-0.21,12.42,16.48
361,002305,*ST南置,2.22,1.83,0.04,343099.0,76771518.0,4.59,2.28,2.18,2.18,2.18,1.6,1.98,-2.2,-1.26,3849959009.0,3849709273.0,0.0,0.0,-1.33,-0.45
362,001325,元创股份,55.88,1.82,1.0,43623.0,242761748.77,3.57,56.49,54.53,55.57,54.88,1.35,22.26,26.89,2.42,4380992000.0,1095248000.0,-0.05,-0.13,8.36,13.65
363,603289,泰瑞机器,11.2,1.82,0.2,88682.0,99791935.0,5.09,11.49,10.93,11.08,11.0,1.13,3.02,37.19,2.26,3285957270.0,3285957270.0,0.09,0.0,10.89,10.67
364,603301,振德医疗,99.23,1.8,1.75,46084.0,460301026.0,6.16,103.0,97.0,97.6,97.48,1.21,1.73,97.37,4.64,26378860138.0,26378860138.0,0.08,0.05,38.2,40.75
365,301633,港迪技术,61.3,1.76,1.06,6365.0,39268711.74,4.48,62.9,60.2,60.24,60.24,1.68,2.49,59.0,3.74,3413184000.0,1563802355.0,-0.23,0.1,-11.0,-12.33
366,001288,运机集团,29.05,1.75,0.5,48855.0,143068145.0,5.57,30.17,28.58,28.74,28.55,1.39,3.22,47.71,3.11,6823275475.0,4408173658.0,-0.21,-0.1,-12.29,-9.08
367,002521,齐峰新材,8.13,1.75,0.14,64929.0,52838046.99,3.5,8.27,7.99,8.0,7.99,1.35,1.55,33.36,1.17,4553296337.0,3401655699.0,-0.37,-0.25,-5.57,-2.28
368,600879,航天电子,22.24,1.74,0.38,2313178.0,5212353429.0,5.9,23.18,21.89,21.92,21.86,2.02,7.01,323.28,3.52,73376417188.0,73376417188.0,0.04,0.04,19.51,4.32
369,300041,回天新材,10.53,1.74,0.18,195719.0,206527582.97,4.73,10.77,10.28,10.3,10.35,1.77,3.6,20.46,2.04,5890847117.0,5729237426.0,0.0,0.1,-8.12,-4.96
370,002937,兴瑞科技,26.43,1.73,0.45,70240.0,183830952.47,3.19,26.53,25.7,26.05,25.98,1.24,2.37,49.81,5.16,7870291015.0,7848485736.0,0.0,0.46,15.26,11.99
371,600720,中交设计,7.04,1.73,0.12,187746.0,132888670.0,3.47,7.15,6.91,6.92,6.92,2.22,1.86,11.1,1.01,16153952778.0,7103710388.0,-0.14,-0.14,-4.61,-2.49
372,300594,朗进科技,28.92,1.72,0.49,44838.0,132267832.5,7.25,30.39,28.33,28.69,28.43,1.32,4.93,-147.59,3.22,2656980174.0,2631665775.0,-0.24,0.14,46.28,47.48
373,688710,益诺思,71.0,1.72,1.2,30221.0,210069619.0,6.63,71.55,66.92,69.79,69.8,1.57,3.33,-328.01,4.31,10009552665.0,6439271444.0,-0.03,-0.03,59.19,60.82
374,002960,青鸟消防,11.85,1.72,0.2,247465.0,297648091.44,4.21,12.25,11.76,11.82,11.65,1.31,3.06,32.62,1.63,10425735098.0,9581287354.0,-0.17,-0.17,2.6,12.75
375,002858,力盛体育,16.1,1.71,0.27,173149.0,278688247.0,5.56,16.58,15.7,15.85,15.83,1.89,11.78,89.89,4.85,2639109392.0,2366352852.0,-0.19,-0.37,5.85,7.33
376,920418,苏轴股份,23.28,1.7,0.39,22067.0,51432036.01,3.54,23.66,22.85,22.99,22.89,1.45,1.41,24.66,4.09,3782757888.0,3631594074.0,0.09,0.22,-24.29,-22.43
377,600000,浦发银行,10.18,1.7,0.17,965806.0,979340996.0,3.3,10.28,9.95,10.01,10.01,2.19,0.29,6.78,0.46,339053433894.0,339053433894.0,-0.1,0.1,-13.51,-18.17
378,920957,汉维科技,10.87,1.68,0.18,7047.0,7723507.96,3.74,11.09,10.69,10.77,10.69,1.42,1.65,217.93,2.98,1166365501.0,464200459.0,1.68,1.59,-18.21,-13.25
379,600015,华夏银行,7.32,1.67,0.12,1059668.0,780983703.0,2.78,7.43,7.23,7.26,7.2,1.93,0.69,4.28,0.37,116497276386.0,112634479556.0,-0.27,0.14,8.44,8.12
380,600381,*ST春天,3.05,1.67,0.05,123580.0,38328885.0,4.67,3.15,3.01,3.13,3.0,1.26,2.11,-474.24,1.74,1790535260.0,1790535260.0,-0.33,-0.33,-28.07,-31.15
381,002296,辉煌科技,11.54,1.67,0.19,206889.0,240279544.0,4.58,11.8,11.28,11.37,11.35,1.46,5.96,20.74,1.87,4495758047.0,4009174224.0,0.0,0.0,4.81,3.04
382,603270,金帝股份,24.55,1.66,0.4,39406.0,96247424.0,2.98,24.77,24.05,24.15,24.15,1.35,5.57,36.55,2.38,5379068675.0,1736094175.0,-0.08,0.16,-2.7,-9.17
383,002771,真视通,17.13,1.66,0.28,283315.0,480109115.32,4.69,17.22,16.43,16.63,16.85,1.12,16.23,-51.07,5.83,3593259033.0,2989436040.0,0.18,0.59,13.37,13.22
384,003000,劲仔食品,10.44,1.66,0.17,66283.0,69922141.55,4.97,10.87,10.36,10.36,10.27,2.49,2.15,20.43,3.54,4707335020.0,3216149480.0,0.1,-0.1,-11.07,-8.34
385,002972,科安达,12.86,1.66,0.21,164373.0,214296563.94,5.3,13.32,12.65,12.65,12.65,2.37,12.21,36.18,2.58,3163673168.0,1731551611.0,-0.31,-0.31,3.88,7.62
386,002695,煌上煌,11.1,1.65,0.18,91046.0,100783089.7,3.75,11.25,10.84,10.92,10.92,1.03,1.78,46.11,2.21,6211402391.0,5677151432.0,0.0,-0.27,-7.11,-5.45
387,000905,厦门港务,11.81,1.64,0.19,397139.0,473444347.17,4.91,12.15,11.58,11.58,11.62,1.77,5.35,88.54,1.72,18214656453.0,8760747721.0,-0.08,-0.17,-16.48,-9.43
388,603288,海天味业,41.0,1.64,0.66,427337.0,1762741990.0,2.8,41.78,40.65,40.65,40.34,1.61,0.77,34.09,5.81,239924822704.0,227984622304.0,-0.19,-0.17,10.51,11.66
389,300789,唐源电气,21.63,1.64,0.35,40667.0,89847676.03,8.27,22.99,21.23,21.49,21.28,1.97,4.11,59.69,2.92,3111455103.0,2139119463.0,-0.05,0.14,-1.77,-5.96
390,002155,湖南黄金,30.9,1.64,0.5,1142168.0,3518041136.38,4.57,31.48,30.09,30.41,30.4,1.55,7.31,35.2,6.33,48285925664.0,48281566941.0,-0.1,-0.03,46.65,46.51
391,600939,重庆建工,3.11,1.63,0.05,192966.0,60071836.0,3.59,3.15,3.04,3.04,3.06,1.24,1.01,-7.1,0.79,5916697076.0,5916697076.0,0.65,0.65,-7.99,-1.89
392,300376,易事特,6.23,1.63,0.1,311790.0,195725289.47,4.24,6.41,6.15,6.15,6.13,1.09,1.34,115.4,2.17,14504938165.0,14499919433.0,-0.16,0.0,0.16,-4.01
393,300521,爱司凯,26.4,1.62,0.42,49717.0,134017704.0,8.28,27.99,25.84,26.06,25.98,2.01,3.32,-149.39,7.48,3952872000.0,3952872000.0,-0.34,-0.23,-8.33,-7.37
394,603129,春风动力,228.6,1.6,3.6,17200.0,390994372.0,4.32,232.56,222.84,225.0,225.0,1.26,1.12,18.59,4.84,35086159622.0,35086159622.0,0.33,0.31,-18.59,-17.97
395,300995,奇德新材,34.28,1.6,0.54,23733.0,81057808.66,3.94,34.79,33.46,33.75,33.74,1.55,3.95,146.94,4.55,2884554361.0,2058187620.0,-0.23,-0.15,-13.28,-17.02
396,002395,双象股份,18.49,1.59,0.29,70441.0,130560961.82,4.18,18.79,18.03,18.11,18.2,1.02,2.63,20.4,3.3,4959184410.0,4958768034.0,0.0,-0.05,11.05,10.52
397,601633,长城汽车,20.63,1.58,0.32,149649.0,309506333.0,3.3,20.92,20.25,20.3,20.31,1.09,0.24,17.9,2.02,176548904827.0,128096690620.0,0.1,0.15,-6.95,-8.84
398,301528,多浦乐,61.99,1.57,0.96,6977.0,43493492.0,4.05,63.49,61.02,61.15,61.03,1.19,2.19,79.4,2.51,3837181000.0,1974378834.0,0.94,0.76,-11.38,-8.84
399,603048,浙江黎明,21.46,1.56,0.33,38443.0,83752470.0,5.58,22.33,21.15,21.21,21.13,1.28,2.62,101.17,2.5,3152044800.0,3152044800.0,-0.05,-0.19,0.28,1.85
400,920436,大地电气,13.68,1.56,0.21,10372.0,14295352.91,3.19,13.93,13.5,13.5,13.47,1.28,1.17,-117.34,3.36,1292431680.0,1215716306.0,-0.65,-0.36,-22.54,-21.11
401,001400,江顺科技,166.65,1.55,2.55,44247.0,757084157.74,9.79,180.18,164.12,166.4,164.1,1.69,29.5,114.58,8.13,9999000000.0,2499750000.0,0.36,-0.1,123.51,114.31
402,000685,中山公用,11.11,1.55,0.17,180108.0,200277536.16,4.94,11.42,10.88,10.9,10.94,1.43,1.44,10.15,0.91,16388487110.0,13931519609.0,-0.09,0.09,-2.03,-4.64
403,001323,慕思股份,24.22,1.55,0.37,11600.0,28032804.87,2.1,24.38,23.88,23.89,23.85,0.87,0.37,16.93,2.39,10537656104.0,7538427505.0,0.04,0.08,-9.19,-6.7
404,002773,康弘药业,28.9,1.55,0.44,190828.0,547886147.82,2.99,29.15,28.3,28.48,28.46,2.12,2.78,19.33,2.9,26626175571.0,19849503438.0,0.07,0.14,-7.28,-3.57
405,001225,和泰机电,49.0,1.55,0.75,28179.0,140652492.82,7.63,51.69,48.01,48.26,48.25,2.08,13.39,94.64,2.33,3227473200.0,1030899877.0,0.06,0.14,-10.6,-14.29
406,603195,公牛集团,41.85,1.55,0.64,31830.0,132364125.0,2.01,42.0,41.17,41.21,41.21,1.81,0.18,19.05,4.83,75661014165.0,75357801959.0,0.05,0.22,0.0,2.5
407,603259,药明康德,98.1,1.54,1.49,526440.0,5215321937.0,3.58,100.21,96.75,96.75,96.61,1.14,2.13,15.28,3.67,292706576906.0,242628792133.0,-0.51,-0.55,6.7,8.23
408,300843,胜蓝股份,53.25,1.53,0.8,66361.0,356498359.04,8.14,55.8,51.53,52.1,52.45,1.28,4.22,63.56,5.5,8717283955.0,8365054162.0,0.04,0.28,-0.43,3.28
409,000800,一汽解放,6.64,1.53,0.1,246665.0,164902343.56,3.36,6.78,6.56,6.59,6.54,1.49,0.5,45.1,1.23,32677305674.0,32674365535.0,0.0,0.0,-2.06,-2.06
410,300946,恒而达,45.86,1.51,0.68,13129.0,60688189.0,3.61,46.81,45.18,45.18,45.18,1.25,1.73,121.8,5.92,7154517708.0,3476385198.0,-0.15,-0.3,-14.41,-17.7
411,688367,工大高科,36.32,1.51,0.54,20813.0,75317633.0,5.59,37.35,35.35,36.17,35.78,1.33,2.38,315.66,5.35,3182525472.0,3182525472.0,0.03,0.03,21.96,17.31
412,920689,克莱特,28.88,1.51,0.43,12730.0,37258798.61,5.03,29.9,28.47,28.59,28.45,1.26,3.36,38.58,4.3,2119792000.0,1095436219.0,-0.1,-0.14,-9.47,-6.11
413,000425,徐工机械,10.08,1.51,0.15,972991.0,988064346.72,3.42,10.28,9.94,9.96,9.93,1.13,1.08,14.86,1.98,118426046780.0,90812967336.0,-0.2,0.0,-5.71,-12.95
414,688692,达梦数据,209.58,1.51,3.12,12083.0,256541727.0,4.76,216.6,206.77,206.9,206.46,1.17,1.65,45.92,6.42,23732839200.0,15327979107.0,-0.15,-0.15,-18.86,-19.78
415,002514,宝馨科技,4.74,1.5,0.07,238089.0,112829741.14,4.28,4.83,4.63,4.66,4.67,1.64,4.3,-47.01,27.71,3412962411.0,2626122411.0,-0.21,-0.21,-23.55,-19.39
416,920050,爱舍伦,31.98,1.49,0.47,4226.0,13582566.61,3.55,32.57,31.45,31.45,31.51,0.82,2.33,23.16,1.94,2164385101.0,578922779.0,-0.25,-0.06,100.13,100.13
417,601607,上海医药,17.05,1.49,0.25,186914.0,319291672.0,2.08,17.25,16.9,16.91,16.8,2.33,0.67,11.04,0.83,63227568843.0,47555987960.0,-0.06,-0.06,-4.27,-3.89
418,601939,建设银行,9.65,1.47,0.14,1019595.0,981860735.0,1.79,9.68,9.51,9.54,9.51,1.02,1.06,7.45,0.73,2524443681079.0,92578795898.0,0.21,0.31,4.89,3.99
419,603626,科森科技,22.08,1.47,0.32,382206.0,860878136.0,8.55,23.4,21.54,21.75,21.76,1.33,6.89,-80.06,5.74,12251743555.0,12251743555.0,-0.23,-0.14,41.27,5.44
420,002501,利源股份,2.07,1.47,0.03,2950428.0,618390990.96,5.39,2.16,2.05,2.07,2.04,3.4,8.32,-62.33,27.87,7348500000.0,7341191256.0,-0.48,0.0,-16.19,-16.87
421,600104,上汽集团,14.59,1.46,0.21,658803.0,965828934.0,2.92,14.79,14.37,14.38,14.38,1.31,0.57,15.53,0.57,167716098783.0,167716098783.0,-0.21,-0.14,-5.51,-4.14
422,601825,沪农商行,9.11,1.45,0.13,248269.0,225896560.0,2.34,9.16,8.95,9.0,8.98,1.29,0.26,6.24,0.7,87860888894.0,85401161181.0,-0.33,-0.11,-0.22,-1.94
423,688076,ST诺泰,29.07,1.43,0.41,27333.0,79370876.0,2.69,29.36,28.59,28.62,28.66,1.11,0.86,28.1,3.09,9187628646.0,9187628646.0,-0.03,-0.03,-25.52,-22.89
424,600897,厦门空港,16.33,1.43,0.23,46948.0,76715012.0,2.42,16.47,16.08,16.12,16.1,1.49,1.13,13.29,1.44,6808532220.0,6808532220.0,0.0,0.0,-10.08,-5.06
425,688387,信科移动-U,14.92,1.43,0.21,877601.0,1326835244.0,7.27,15.64,14.57,14.75,14.71,1.38,4.35,-188.97,8.53,51007750000.0,30090315824.0,0.13,-0.13,34.29,15.66
426,300572,安车检测,27.64,1.43,0.39,77638.0,216577776.48,4.04,28.35,27.25,27.25,27.25,1.26,4.23,-224.02,3.57,6329250764.0,5074623872.0,0.0,-0.14,-3.69,-2.78
427,300461,田中精机,59.13,1.42,0.83,131805.0,784387349.66,8.32,62.2,57.35,59.05,58.3,1.08,9.17,1475.28,17.46,9286762198.0,8497173586.0,0.29,-0.29,198.03,209.91
428,603375,盛景微,36.56,1.41,0.51,18765.0,69388685.0,6.27,38.12,35.86,36.05,36.05,1.44,2.94,143.38,2.33,3680373346.0,2331830764.0,0.0,0.05,-1.96,0.16
429,920378,泰德股份,8.61,1.41,0.12,8512.0,7327634.35,2.94,8.73,8.48,8.48,8.49,0.99,0.76,52.2,3.38,1339078860.0,959001293.0,0.12,0.94,-12.85,-13.55
430,920275,驱动力,7.2,1.41,0.1,9957.0,7102784.69,2.68,7.24,7.05,7.08,7.1,0.9,0.75,252.0,4.93,1147518720.0,949784551.0,1.41,1.55,-20.97,-17.34
431,300877,金春股份,27.35,1.41,0.38,48367.0,133913355.02,7.93,28.74,26.6,27.17,26.97,1.18,4.03,33.33,1.97,3282000000.0,3281971283.0,0.04,0.04,-4.67,-6.56
432,300976,达瑞电子,54.35,1.4,0.75,14587.0,79065251.67,2.99,54.85,53.25,53.31,53.6,1.28,1.69,23.66,2.05,7288564140.0,4683734733.0,-0.17,0.06,-10.02,-9.52
433,002878,元隆雅图,17.35,1.4,0.24,116683.0,203069860.0,3.1,17.62,17.09,17.09,17.11,1.12,4.95,379.4,3.53,4545556463.0,4093434739.0,-0.12,0.0,-1.59,-4.77
434,920033,康普化学,15.19,1.4,0.21,9013.0,13806904.94,3.14,15.5,15.03,15.09,14.98,1.67,1.09,81.91,2.43,1809664448.0,1257138952.0,0.33,0.4,-9.8,-15.04
435,300633,开立医疗,25.56,1.39,0.35,30074.0,77334273.0,2.74,26.05,25.36,25.45,25.21,1.04,1.12,247.53,3.55,11060129072.0,6849855455.0,-0.04,0.0,-4.45,-3.26
436,002027,分众传媒,6.55,1.39,0.09,1089830.0,717589279.2,2.94,6.64,6.45,6.45,6.46,1.06,0.75,16.73,5.74,94596408205.0,94596408205.0,-0.15,-0.46,-9.28,-11.13
437,001308,康冠科技,19.84,1.38,0.27,22221.0,44080928.12,3.17,20.04,19.42,19.53,19.57,1.28,0.45,20.82,1.71,13960933903.0,9853901532.0,-0.05,-0.1,-4.75,-4.89
438,605055,迎丰股份,9.56,1.38,0.13,63971.0,61293483.0,4.45,9.8,9.38,9.44,9.43,0.94,1.45,-73.92,4.03,4206400000.0,4206400000.0,-0.21,0.0,-2.45,-1.54
439,688222,成都先导,25.78,1.38,0.35,208437.0,543048920.0,6.33,26.78,25.17,25.17,25.43,1.6,5.2,90.6,6.93,10329530400.0,10329530400.0,0.0,0.35,6.31,9.94
440,002328,新朋股份,7.33,1.38,0.1,721176.0,534536163.43,6.64,7.63,7.15,7.23,7.23,1.42,12.63,29.94,1.7,5657074100.0,4183904598.0,0.27,0.14,6.85,10.89
441,002535,林州重机,3.69,1.37,0.05,203799.0,75868265.51,5.22,3.82,3.63,3.64,3.64,1.2,2.73,31.14,4.18,2958210543.0,2753989010.0,0.0,0.27,-3.66,-4.9
442,688357,建龙微纳,33.25,1.37,0.45,15712.0,52804546.0,4.82,34.28,32.7,32.8,32.8,1.29,1.57,33.77,1.78,3326990844.0,3326990844.0,0.15,-0.06,-1.51,0.61
443,603838,*ST四通,8.88,1.37,0.12,30471.0,27623456.0,4.57,9.2,8.8,9.07,8.76,3.1,0.95,-59.3,3.04,2841742080.0,2841742080.0,0.11,-0.11,19.68,18.72
444,603680,今创集团,13.38,1.36,0.18,60221.0,81184821.0,5.23,13.76,13.07,13.2,13.2,2.23,0.77,15.96,1.87,10486157102.0,10486157102.0,-0.07,-0.07,-9.66,-13.17
445,603313,梦百合,8.17,1.36,0.11,111584.0,91342983.0,3.85,8.34,8.03,8.05,8.06,1.61,1.96,21.73,1.26,4661694850.0,4661694850.0,-0.61,-0.73,-13.54,-8.2
446,301380,挖金客,32.61,1.34,0.43,19280.0,63361303.95,4.85,33.38,31.82,32.18,32.18,1.3,2.39,92.81,4.54,3306407240.0,2632886203.0,-0.03,0.0,2.39,-13.73
447,002940,昂利康,31.71,1.34,0.42,160041.0,508487550.42,4.09,32.28,31.0,31.11,31.29,1.88,8.64,61.75,4.01,6396800778.0,5875085059.0,0.0,-0.09,-6.43,-5.4
448,920455,汇隆活塞,7.54,1.34,0.1,11075.0,8387765.89,3.09,7.66,7.43,7.44,7.44,1.34,1.18,48.11,3.89,1337973000.0,706968813.0,0.0,0.13,-14.61,-10.24
449,002048,宁波华翔,25.69,1.34,0.34,154618.0,399521675.37,4.14,26.28,25.23,25.45,25.35,1.08,2.18,176.73,1.86,20907372904.0,18234613435.0,-0.08,-0.08,-12.32,-18.34
450,920753,天纺标,18.2,1.34,0.24,4519.0,8293393.82,3.79,18.67,17.99,17.99,17.96,1.24,1.4,45.06,3.66,1481559498.0,589343755.0,0.44,0.83,-20.35,-18.75
451,920245,威博液压,23.58,1.33,0.31,2811.0,6675540.08,4.98,24.17,23.01,23.27,23.27,0.8,0.74,91.22,3.37,1171383660.0,895944784.0,0.73,0.43,-17.81,-16.29
452,600110,诺德股份,9.22,1.32,0.12,3277514.0,2980375301.0,8.13,9.49,8.75,9.08,9.1,1.92,18.89,-128.0,2.72,15998368193.0,15998368193.0,0.11,0.44,25.61,30.04
453,300488,恒锋工具,27.93,1.31,0.36,60983.0,172027707.81,6.71,29.56,27.71,29.4,27.57,1.46,3.76,35.08,2.96,5340796860.0,4531311222.0,-0.18,-0.14,-12.09,-14.43
454,920030,德众汽车,5.51,1.29,0.07,29604.0,16411619.25,4.04,5.62,5.4,5.44,5.44,1.3,2.63,-30.73,2.27,985406642.0,619731966.0,0.0,0.0,-17.88,-19.56
455,000719,中原传媒,13.31,1.29,0.17,85752.0,114916538.14,3.42,13.56,13.11,13.14,13.14,1.23,1.29,10.09,1.11,13618841899.0,8879733797.0,0.08,0.08,11.38,13.18
456,301577,美信科技,63.1,1.28,0.8,13777.0,87417003.28,5.04,64.8,61.66,62.5,62.3,0.93,7.31,187.13,3.73,2841361450.0,1188876881.0,-0.17,0.02,10.35,11.76
457,601333,广深铁路,3.17,1.28,0.04,919504.0,292390595.0,3.51,3.23,3.12,3.12,3.13,1.28,1.63,15.75,0.79,22454812290.0,17917591290.0,0.0,0.0,3.59,4.28
458,920454,同心传动,13.42,1.28,0.17,14396.0,19416124.82,4.68,13.75,13.13,13.23,13.25,0.9,2.28,51.43,4.29,1410442000.0,847863858.0,-0.15,-0.15,-20.02,-19.21
